,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,TWEET,USERNAME,DATE,TIME,bertweet_label,bertweet_score,robertweet_label,robertweet_score,emotiontweet_label,emotiontweet_score,flairtweet_label,flairtweet_score,zeroshot_label,zeroshot_score,Final_label
81,81,81,81,he lost me at long hair,ShielaAppavoo,2019-02-23,03:44:13,neutral,0.8505567908287048,negative,0.5221191048622131,sadness,0.9969839453697203,negative,0.96114981174469,neutral,0.3910983800888061,negative
82,82,82,82,breast cancer is the number one cause of death in women  more than accident or suicide its not rare and theres no magic chemo smaller is better if we stop screening young women we will lose more life years,ShielaAppavoo,2019-02-24,04:02:52,negative,0.9652422666549684,negative,0.8743540048599243,joy,0.4973873198032379,negative,0.9997629523277284,negative,0.5396806001663208,negative
83,83,83,83,he lost the narrative a long time ago did you know he attributed a large part of his gross overestimate of breast cancer overdiagnosis to spontaneous regression you cant make this stuff up,ShielaAppavoo,2019-02-25,02:15:03,negative,0.9700064659118652,negative,0.8492582440376282,sadness,0.8344109058380127,negative,0.9993757605552672,negative,0.3996786475181579,negative
84,84,84,84,being present physically and emotionally for difficult moments in patients lives is both the hardest and the best part of the job,DrRFernandez,2019-02-28,04:10:52,neutral,0.8032754063606262,positive,0.520550012588501,sadness,0.4529339671134949,positive,0.9994508624076844,negative,0.3545373380184173,positive
85,85,85,85,that is sad jenny,DocSchmadia,2019-03-01,00:07:29,negative,0.9664098024368286,negative,0.918954610824585,sadness,0.9897717833518982,negative,0.9609732031822203,negative,0.49773770570755,negative
86,86,86,86,im so sorry for your loss what a lovely tribute andrea,DocSchmadia,2019-03-08,17:05:01,positive,0.8977029919624329,positive,0.4848961234092712,love,0.9905235171318054,positive,0.9877681136131288,negative,0.4764497578144073,positive
87,87,87,87,congratulations to ran goldman and his team we are conducting rct using vr for minor ortho interventions to reduce anxiety ,hippysurgeon,2019-03-11,05:42:11,positive,0.952100396156311,positive,0.9381455779075624,joy,0.9806997776031494,positive,0.9992173910140992,negative,0.3371104001998901,positive
88,88,88,88,are you aware that the nonexpert depression screening guidelines recommend not screening for depression in anyone not even postpartum women that is against expert psychiatrist and womens physician recommendations,ShielaAppavoo,2019-03-13,03:42:25,negative,0.7105453610420227,negative,0.7237446904182434,joy,0.7227330207824707,negative,0.9956952333450316,negative,0.3711735904216766,negative
89,89,89,89,how about those who equate the anxiety of a recall to unnecessary death from breast cancer that could have been caught early and curable through screening,ShielaAppavoo,2019-03-13,03:52:29,negative,0.780833899974823,negative,0.808381199836731,fear,0.7133678197860718,negative,0.9515507817268372,negative,0.4926086068153381,negative
90,90,90,90,if you have an interest in mental health and fairness in health policy in general you will pay attention ctfphc has no accountability suppresses evidence and eschews expert input canadian women in particular breast screening postpartum depression screening need help,ShielaAppavoo,2019-03-13,04:25:51,negative,0.773326575756073,negative,0.7721236944198608,joy,0.7319753170013428,negative,0.9937142729759216,negative,0.3680215775966644,negative
91,91,91,91,i am the source of all that ails the world pestilence famine war deathall me,DrRFernandez,2019-03-14,02:02:11,negative,0.9589498043060304,negative,0.9347043633461,anger,0.964023232460022,negative,0.9726094007492064,negative,0.4430687725543976,negative
92,92,92,92,how do you feel about the depression guideline any problems,ShielaAppavoo,2019-03-15,12:53:27,neutral,0.9277835488319396,neutral,0.6488311290740967,sadness,0.998491644859314,positive,0.7491309642791748,negative,0.4332288801670074,neutral
93,93,93,93,trying to use yoga to keep sharp and manage stress during studying yogaed til my feet bled plan relaxation has failed,bechardmel,2019-03-16,22:54:02,neutral,0.5656671524047852,negative,0.5232636332511902,sadness,0.9824241995811462,negative,0.9998823404312134,negative,0.3828437626361847,negative
94,94,94,94,a revealing look at the reality of doctor bullying and suicide by in the,mclaughlin_tom,2019-03-17,13:19:54,negative,0.7192925810813904,negative,0.6634858846664429,fear,0.6343797445297241,positive,0.9995996356010436,negative,0.5556853413581848,negative
95,95,95,95,awful so distressing and not the least bit funny or clever if yall wanna pull a prank on me just make sure its hilarious,bechardmel,2019-03-17,23:16:13,negative,0.9792989492416382,negative,0.9342402815818788,joy,0.9962872266769408,negative,0.9999607801437378,negative,0.417812705039978,negative
96,96,96,96,thought i was coping with exam stress pretty well but i guess i just devoured two pizzas for lunch not two pieces two pizzas,bechardmel,2019-03-20,21:04:34,negative,0.9176226258277892,neutral,0.4494891762733459,anger,0.8747231364250183,negative,0.9994322657585144,negative,0.3837056159973144,negative
97,97,97,97,my swollen eyes look like i lost rounds with mcgregor if this is low ill need an epipen when your reading goes higher i question the accuracy,DocMcConks,2019-03-21,15:00:31,negative,0.907481849193573,negative,0.875723123550415,sadness,0.9985873699188232,negative,0.9997770190238952,negative,0.3819393515586853,negative
98,98,98,98,this tragic situation  caused by a strategy of rationed access to care  is propagated by governments across canada sadly it is far from being an isolated event we are recognized internationally for our dangerous and deadly emergency room waits,DrBrianDay,2019-03-22,20:37:22,negative,0.9720799922943116,negative,0.9373378157615662,sadness,0.8916677832603455,positive,0.7923429012298584,negative,0.4330151975154876,negative
99,99,99,99,canadians suffer physically emotionally and financially as government imposed rationing leaves over a million on wait lists governments should be ashamed instead they fight for the status quo via,DrBrianDay,2019-03-28,14:18:08,negative,0.9795127511024476,negative,0.9586089849472046,sadness,0.997797966003418,negative,0.994754195213318,negative,0.4836059510707855,negative
100,100,100,100,cherry tree yes this is what could await you provided you get to them before the birds meantime the cherry blossom still needs a few days to reach glory,AnizKhalfan,2019-03-30,15:47:25,positive,0.6424844861030579,positive,0.6353328227996826,joy,0.9933478236198424,positive,0.9739946722984314,positive,0.3871899545192718,positive
101,101,101,101,students please complain about stress any time ill listen  share snacks tears welcome thanks those who support me this way,bechardmel,2019-04-13,02:25:38,neutral,0.6782280206680298,positive,0.6774424910545349,joy,0.9325966238975524,negative,0.5809711813926697,negative,0.4588986933231354,negative
102,102,102,102,and her error there is in the term experts the members of ctfphc are experts in all types of subjects except the topics of the guidelines and sadly they ignored important evidence and content expert advice,ShielaAppavoo,2019-04-15,11:36:24,negative,0.93928062915802,negative,0.7031252980232239,sadness,0.9973822236061096,negative,0.9967917799949646,negative,0.3669688999652862,negative
103,103,103,103,i cant stop watching this overacted death scene,ShielaAppavoo,2019-04-16,01:59:30,negative,0.9614956378936768,negative,0.9509488344192504,anger,0.5511664152145386,negative,0.997957706451416,negative,0.4244207739830017,negative
104,104,104,104,so sad to hear this,PEAKMD,2019-04-19,00:17:29,negative,0.96643328666687,negative,0.9366124272346495,sadness,0.9979475140571594,negative,0.9996445178985596,negative,0.4984235167503357,negative
105,105,105,105,reinstating the rotating internship is one of five strategies to improve medical trainingto reduce stress and boost expertise  canadian healthcare network  physicians,PEAKMD,2019-04-22,10:21:46,positive,0.7845731973648071,positive,0.6494876146316528,joy,0.9861769080162048,positive,0.8736889958381653,neutral,0.3650926947593689,positive
106,106,106,106,approximately veterans per day commit suicidewould at least of my twitter friends please copy and tweetnot rtveterans crisis lineuk canada call tollfree thanks for passing it on,PEAKMD,2019-04-22,23:12:46,negative,0.8135059475898743,neutral,0.568928599357605,sadness,0.5325627326965332,negative,0.9997010231018066,negative,0.3675115406513214,negative
107,107,107,107,lets discuss how we can better support ns doctors to prevent burnout and improve retention,PEAKMD,2019-04-23,10:48:20,positive,0.5952997207641602,positive,0.5473125576972961,joy,0.9872127175331116,negative,0.7383047342300415,neutral,0.3771001398563385,positive
108,108,108,108,approximately veterans per day commit suicide would at least of my twitter friends please copy and tweet not rt veterans crisis line  uk canada call tollfree  thanks for passing it on via,dr_oona,2019-04-24,19:28:43,negative,0.6480700969696045,neutral,0.5015009641647339,sadness,0.7275062203407288,negative,0.9996102452278136,negative,0.5252573490142822,negative
109,109,109,109,the value of emotional intelligence for leaders,PEAKMD,2019-04-24,20:10:04,positive,0.635788083076477,neutral,0.6262609958648682,joy,0.8259743452072144,positive,0.998891055583954,positive,0.6083679795265198,positive
110,110,110,110,agree an excellent app for emotional intelligence is mood meter app recommend it,AnizKhalfan,2019-04-24,20:40:15,positive,0.9829073548316956,positive,0.965813934803009,joy,0.9982329607009888,positive,0.9556652903556824,positive,0.4276058673858642,positive
111,111,111,111,thank you for the updated report i was just passing on the thread as believe in raising awareness and that even one suicide a day is one too many,PEAKMD,2019-04-25,11:37:41,neutral,0.8762600421905518,positive,0.5010970234870911,joy,0.9929203391075134,negative,0.6181831359863281,negative,0.4276610910892486,negative
112,112,112,112,i am hearing alarm bells when i think of how various types of physicians are systemically disadvantaged in physician leadership and hospitals,DrRFernandez,2019-04-26,18:14:41,negative,0.9662074446678162,negative,0.8158019781112671,sadness,0.9979460835456848,positive,0.6620836853981018,negative,0.4772832691669464,negative
113,113,113,113,the importance of communities in the epidemic of loneliness in medicine video rising incidence of loneliness among physicians must be addressed,PEAKMD,2019-04-30,10:44:45,neutral,0.6706793308258057,neutral,0.6366398334503174,sadness,0.9889039397239684,positive,0.7592707872390747,negative,0.4235609173774719,neutral
114,114,114,114,am at health seminargreat talks so far about innovation amp d printing medicine amp diversity emotional impact of change with even more to come this afternoon,DocSchmadia,2019-05-02,15:49:37,positive,0.9771453142166138,positive,0.6111496090888977,sadness,0.9526902437210084,positive,0.9960805773735046,positive,0.4625184237957001,positive
115,115,115,115,i myself know of a handful of med students amp physicians who died by suicide in the last few years just devastating my heart goes out to them amp their familiesfor those who find themselves considering it please reach out,DocSchmadia,2019-05-06,13:07:22,negative,0.8037658929824829,negative,0.8395643830299377,sadness,0.9870803952217102,positive,0.9935424327850342,negative,0.5039989948272705,negative
116,116,116,116,increasing selfawareness and value of emotional intelligence for successful leaders,PEAKMD,2019-05-06,14:51:06,positive,0.8789382576942444,positive,0.6948400735855103,joy,0.9974008798599244,positive,0.9984625577926636,positive,0.5690325498580933,positive
117,117,117,117,the loss of rachel naomi remen is a huge loss for humanity her wisdom and compassion will live on to sustain us all i am so grateful to have known her,PEAKMD,2019-05-06,21:04:13,positive,0.5088682174682617,positive,0.666630744934082,joy,0.7597916126251221,positive,0.9732894897460938,negative,0.3994139730930328,positive
118,118,118,118,suicide an occupational hazard for physicians doctors,DoctorsOfBC,2019-05-06,21:13:15,negative,0.955703616142273,negative,0.8197740912437439,sadness,0.4425601065158844,negative,0.98347407579422,negative,0.4508157670497894,negative
119,119,119,119,we provide good care but we also need to care for ourselves suicide is an occupational hazard with a rate for male doctors nearly x compared with the general public and x higher for female physicians,CalvinTongMD,2019-05-07,06:17:01,neutral,0.7280742526054382,neutral,0.5128979682922363,anger,0.4106258451938629,negative,0.9554057717323304,negative,0.5729987025260925,negative
120,120,120,120,my deepest condolences what a tragic loss,dr_oona,2019-05-10,04:28:12,negative,0.9099710583686828,negative,0.8441718220710754,sadness,0.9926626682281494,negative,0.9626941680908204,negative,0.4878335297107696,negative
121,121,121,121,what struck me was the very large role family medicine plays in care  of allcomers go to their family doctors with anxiety of youth go to their family doctors with anxiety,DocSchmadia,2019-05-14,14:29:15,neutral,0.8439722061157227,neutral,0.7247321009635925,anger,0.5705736875534058,negative,0.975418508052826,negative,0.3743325769901275,negative
122,122,122,122,family doctors are the frontline warriors of the healthcare system i am eternally grateful to my family doctor she literally saved my life she talked me through my depression and despair,DocSchmadia,2019-05-14,14:38:10,positive,0.9917736649513244,positive,0.9640267491340636,joy,0.9769993424415588,positive,0.993188738822937,positive,0.3991672396659851,positive
123,123,123,123,today we feel the loss of an incredible kind and passionate man who shared with us his love of service we grieve and our thoughts and prayers go out to deb and family,AnizKhalfan,2019-05-22,03:13:17,positive,0.8525978326797485,positive,0.4585839807987213,joy,0.99345064163208,positive,0.9904947280883788,negative,0.3703590631484985,positive
124,124,124,124,reducing burnout makes moral and financial sense,bechardmel,2019-05-29,14:32:42,neutral,0.8883324861526489,neutral,0.6396685242652893,joy,0.805353581905365,positive,0.9973242282867432,negative,0.4323273003101349,neutral
125,125,125,125,congratulations to residents who matched in the  and to anyone who was disappointed by todays news remember that in the lost of games youre just beginning your own inspiring comeback journey,bechardmel,2019-05-30,02:06:09,positive,0.9588146209716796,positive,0.9036619663238524,joy,0.9916996955871582,positive,0.8763096928596497,negative,0.4137526452541351,positive
126,126,126,126,do one task at a time if you can breathe deeply x in private in between appointments stay hydrated go pee acknowledge your feelings and stressors,dr_oona,2019-05-31,02:58:14,neutral,0.8123334646224976,neutral,0.5638602375984192,joy,0.8459140062332153,positive,0.9481109380722046,negative,0.3807109296321869,neutral
127,127,127,127,the book captures the time from a unique midwestern perspective i find myself welling up as i read the stories of the late twentieth centurys lost generation fierce necessary advocacy has brought us to a place where we can manage this infection but too late for too many,dr_oona,2019-06-01,17:45:50,neutral,0.8150871396064758,positive,0.6918577551841736,sadness,0.7756670713424683,positive,0.9915016889572144,negative,0.3459401130676269,positive
128,128,128,128,social media is an ideal format for thinktank type problem solving its sad we let this opportunity fall prey to ad hominem antagonism as medical professionals i believe we can do better,ShielaAppavoo,2019-06-02,21:00:43,negative,0.5861736536026001,neutral,0.436697244644165,anger,0.973442554473877,negative,0.9999189376831056,negative,0.3619560897350311,negative
129,129,129,129,burnout amongst physicians approaches  and that statistic never surprises me when i hearexperience stories like this we need to treat each other much better than this,indysahota,2019-06-05,23:15:44,negative,0.9525564312934875,neutral,0.4731981456279754,joy,0.9226381182670592,negative,0.999170422554016,negative,0.4398989677429199,negative
130,130,130,130,happy to see this happen sad this is how it had to happen,indysahota,2019-06-05,23:17:01,neutral,0.6110035181045532,positive,0.536949872970581,sadness,0.9506340622901917,positive,0.5466715097427368,negative,0.3954578042030334,positive
131,131,131,131,bc response averts overdose deaths in months report,DoctorsOfBC,2019-06-06,21:24:38,neutral,0.7929638028144836,neutral,0.7356604337692261,fear,0.8453831672668457,negative,0.5250745415687561,negative,0.3927996456623077,negative
132,132,132,132,overdose crisis death toll would be more than double without harm reduction study says  cbc news,DoctorsOfBC,2019-06-07,17:52:59,negative,0.8200182318687439,negative,0.6182271242141724,fear,0.6477157473564148,negative,0.9979514479637146,negative,0.4972679913043976,negative
133,133,133,133,agreed but unfortunately theres so much emotional manipulation and antiscreening fear mongering that it becomes a very emotional decision and if emotional decisions can be used to improve health i would put my idealism aside and go for the mall appeal,ShielaAppavoo,2019-06-07,18:46:52,negative,0.816393256187439,negative,0.6553288698196411,sadness,0.8379298448562622,negative,0.9995846152305604,negative,0.3642165660858154,negative
134,134,134,134,has revised the classification of  the change details burnout as an occupational phenomenon to better reflect that it is a workbased syndrome caused by chronic stress,DoctorsOfBC,2019-06-12,14:30:54,negative,0.5296671390533447,neutral,0.5995040535926819,sadness,0.397704541683197,negative,0.9901285767555236,negative,0.4641004800796509,negative
135,135,135,135,one wonders if an analysis of the root causes of the loss of confidence should be analyzed before any action is put into place it may be more related to social media and interphysician scrapping than anything material,ShielaAppavoo,2019-06-13,05:00:43,negative,0.6723857522010803,neutral,0.6128082871437073,joy,0.4815146923065185,negative,0.9997430443763732,negative,0.4547375738620758,negative
136,136,136,136,antidepressant shortages cause anxiety for patients with mental illnesses  cbc news,DoctorsOfBC,2019-06-14,16:03:14,negative,0.9554733633995056,negative,0.7865279316902161,fear,0.811984658241272,positive,0.7247942090034485,negative,0.5915868282318115,negative
137,137,137,137,alcohol main cause of substancerelated deaths in hospital  cbc news,DoctorsOfBC,2019-06-14,16:04:13,negative,0.9479005336761476,negative,0.7853693962097168,fear,0.7797311544418335,negative,0.9908272624015808,negative,0.354812353849411,negative
138,138,138,138,doctors of bc is moving forward on new initiatives to support physician wellness including the development of a policy paper to help tackle systemic issues within the health care system that are contributing to physician burnout,DoctorsOfBC,2019-06-14,21:15:19,neutral,0.7465670704841614,positive,0.606050431728363,anger,0.5233490467071533,positive,0.9351816177368164,negative,0.4190903007984161,positive
139,139,139,139,new st pauls hospital to get  million for hearing loss centrehopefully this type of initiative can help address the shameful access problems that plague our system children like this should not wait,DrBrianDay,2019-06-19,02:55:22,negative,0.8204317688941956,neutral,0.4778118431568146,sadness,0.991569995880127,positive,0.9942795038223268,negative,0.6408379077911377,negative
140,140,140,140,suicides outpace hiv deaths among gay and bisexual men,DoctorsOfBC,2019-06-20,16:41:03,negative,0.9229027032852172,negative,0.6282445192337036,fear,0.7204464673995972,negative,0.980604648590088,negative,0.4701087772846222,negative
141,141,141,141,postpartum depression or anxiety reported by nearly a quarter of moms statscan  cbc news,DoctorsOfBC,2019-06-25,16:09:13,negative,0.525044858455658,negative,0.5308605432510376,fear,0.8600543737411499,negative,0.9456403255462646,negative,0.4388866126537323,negative
142,142,142,142,addressing burnout is now seen as a shared responsibility bw individual physician culture of medicine health care system we have to address them all and quit multiplying by zero,PEAKMD,2019-06-26,22:44:36,neutral,0.6786805391311646,neutral,0.6370632648468018,anger,0.5952407121658325,negative,0.9035521745681764,negative,0.4341686069965362,negative
143,143,143,143,on the bright side now that im chronically stressed im never sick lol,kselandMD,2019-06-27,18:59:32,neutral,0.6150903105735779,positive,0.7599266171455383,anger,0.5631534457206726,positive,0.9933207631111144,positive,0.3778328895568847,positive
144,144,144,144,i wonder how these conspiracy theorists explain prehistoric cancer deaths,ShielaAppavoo,2019-07-11,01:47:49,negative,0.8658433556556702,negative,0.717512309551239,fear,0.5450728535652161,negative,0.9992567896842957,negative,0.5163102149963379,negative
145,145,145,145,drug deaths in bc continue to fall but people are still dying every day coroner report,DoctorsOfBC,2019-07-12,17:30:27,negative,0.9775094985961914,negative,0.9407320022583008,sadness,0.9505460858345032,negative,0.9354897737503052,negative,0.4628646671772003,negative
146,146,146,146,i am deeply sorry for your loss words dont suffice,dr_oona,2019-07-18,05:57:58,negative,0.7892090082168579,negative,0.7374428510665894,sadness,0.9895437955856324,positive,0.8501874804496765,negative,0.4837374091148376,negative
147,147,147,147,shout out to the thousands of folks managing the stress of leading an exemplary life without raping anyone,bechardmel,2019-07-19,03:34:24,neutral,0.5408791899681091,positive,0.5013176798820496,joy,0.9976364374160768,positive,0.9917337894439696,negative,0.3939220309257507,positive
148,148,148,148,sad to be missing this,AnizKhalfan,2019-07-20,18:47:49,negative,0.948920488357544,negative,0.8949487805366516,sadness,0.9987622499465942,positive,0.976626455783844,negative,0.4699916839599609,negative
149,149,149,149,and a lot of mansplaining about womens reaction to recalls and anxiety,ShielaAppavoo,2019-07-21,15:08:12,negative,0.5185997486114502,negative,0.689181387424469,fear,0.9763481020927428,negative,0.9958091974258424,negative,0.4234430193901062,negative
150,150,150,150,i heard about work to combat gang wars and drug violence it is one of the most violent countries in the world they just celebrated their first day ever where there were no deaths last monday first time ever,DocSchmadia,2019-07-25,16:35:12,neutral,0.4925004243850708,neutral,0.4322611093521118,anger,0.9869309663772584,negative,0.966665267944336,negative,0.4412861168384552,negative
151,151,151,151,delegates here at to talk about women in medicine as ambassadors of global changetoday fireside chats with women physician leaders  and now gloria steinem,DocSchmadia,2019-07-26,15:24:00,positive,0.6191002130508423,neutral,0.8382362127304077,joy,0.873599648475647,positive,0.9733876585960388,neutral,0.3589299321174621,neutral
152,152,152,152,sorry andrea that is so sad,DocSchmadia,2019-07-26,23:05:08,negative,0.9742118716239928,negative,0.9333141446113586,sadness,0.9985536932945251,negative,0.9994175434112548,negative,0.512912929058075,negative
153,153,153,153,truthfully my solution was to do an peds er fellowship but back on the wards i found it helped when we kept the listrunning really focused to i big changes and ii any questions important info didnt get lost in reiterating stuff we all already knew,bechardmel,2019-07-29,01:51:15,positive,0.633111834526062,positive,0.7138870358467102,joy,0.9782025218009948,positive,0.9826328754425048,negative,0.3477213382720947,positive
154,154,154,154,had really good things to say about this play too sad to have missed it,indysahota,2019-08-02,18:03:35,positive,0.9170950651168824,positive,0.8000040650367737,sadness,0.9989196062088012,negative,0.8555904030799866,positive,0.4019094109535217,positive
155,155,155,155,thank you for the leadership and inspiration all these years sad to see you go but be following,AnizKhalfan,2019-08-03,22:30:46,positive,0.948698878288269,positive,0.8901273012161255,joy,0.7482725977897644,positive,0.9748899340629578,positive,0.3862031996250152,positive
156,156,156,156,dr chanda really sorry for your loss and the great loss for the world of theoretical physics,AnizKhalfan,2019-08-06,04:18:40,negative,0.7851565480232239,neutral,0.4686815142631531,sadness,0.9864066243171692,negative,0.8665124177932739,negative,0.5701746940612793,negative
157,157,157,157,pain is an aversive sensory and emotional experience typically caused by or resembling that caused by actual or potential tissue injury,AnizKhalfan,2019-08-08,11:49:44,neutral,0.5477989315986633,negative,0.7058959007263184,fear,0.927247941493988,negative,0.99963641166687,negative,0.5846285223960876,negative
158,158,158,158,like it a lot pain is an aversive sensory and emotional experience typically caused by or resembling that caused by actual or potential tissue injury especially the wording caused by as compared to the previous defination,AnizKhalfan,2019-08-09,01:25:37,negative,0.5471007823944092,negative,0.6483909487724304,fear,0.884527325630188,negative,0.9999336004257202,negative,0.4255901575088501,negative
159,159,159,159,thinking of you jen i am truly sorry for your loss complicated motherdaughter relationships so true sending hugs and appreciation for all that you do you are awesome believe it,PEAKMD,2019-08-11,01:36:19,positive,0.6063555479049683,positive,0.8706296682357788,joy,0.9943158030509948,positive,0.9970225691795348,positive,0.3802010715007782,positive
160,160,160,160,so sad doctors one of the highest groups for suicide beautifully written anaesthesia and icu consultant,AnizKhalfan,2019-08-11,15:55:48,negative,0.9641990661621094,negative,0.7940906286239624,joy,0.968778133392334,positive,0.9947720170021056,neutral,0.392237514257431,negative
161,161,161,161,listening to kirsten funk  emotional reminder that even min interactions in the er can have an enduring impact on patients  for better or worse,bechardmel,2019-08-12,16:56:59,positive,0.604446530342102,positive,0.5693268179893494,joy,0.7563775777816772,positive,0.9986478686332704,negative,0.4457630217075348,positive
162,162,162,162,people are ignored to death in emergency waiting rooms powerful discussion of health discrepancies we are to treat each other as relatives listen to one another as equals,bechardmel,2019-08-12,17:16:02,negative,0.8775522708892822,negative,0.7894611358642578,sadness,0.6768127679824829,positive,0.9983422756195068,negative,0.3734575510025024,negative
163,163,163,163,the and committees recently sponsored doctors to participate in an online course called joy in work which is helping to address physician burnout gps and specialists can participate in next round in september,DoctorsOfBC,2019-08-12,19:40:08,neutral,0.6379608511924744,positive,0.6321046948432922,joy,0.9717707633972168,positive,0.9914273023605348,negative,0.373849481344223,positive
164,164,164,164,no one is at their moral or professional best after  hours of wakefulness lets build our systems to prevent physician burnout and allow them to be the empathic idealistic people they want to be,bechardmel,2019-08-12,19:51:03,neutral,0.7586734294891357,neutral,0.5330150723457336,anger,0.4991050362586975,positive,0.9945815205574036,positive,0.3790837526321411,neutral
165,165,165,165,this thread for depression,AnizKhalfan,2019-08-16,04:16:03,negative,0.8483487963676453,negative,0.6315248012542725,sadness,0.8682112693786621,negative,0.9520456790924072,negative,0.3975647687911987,negative
